"sent_index","gap","gap_position","gap_numeric","filler_effect","err","dependency","language","lang_dep","model"
10,"gap","wh-comp",0.5,-4.51121950149536,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
10,"gap","wh-comp",0.5,-3.51647281646729,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
10,"gap","wh-comp",0.5,-0.490572452545166,0.0700725223257429,"Wh","English","English - Wh","LSTM"
11,"no-gap","zero-comp",-0.5,1.24409353733062,0.149602162815389,"Wh","English","English - Wh","LSTM"
11,"no-gap","zero-comp",-0.5,3.22071170806885,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
11,"no-gap","zero-comp",-0.5,3.48576927185059,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
11,"no-gap","decl-comp",-0.5,0.400174856185913,0.102262478966382,"Wh","English","English - Wh","LSTM"
11,"no-gap","decl-comp",-0.5,1.07894611358643,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
11,"no-gap","decl-comp",-0.5,1.2440767288208,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
11,"no-gap","wh-comp",-0.5,-1.31816673278808,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
11,"no-gap","wh-comp",-0.5,-0.87742340564728,0.0700725223257429,"Wh","English","English - Wh","LSTM"
11,"no-gap","wh-comp",-0.5,-0.566961288452148,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
11,"gap","zero-comp",0.5,-5.84646606445312,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
11,"gap","zero-comp",0.5,-5.13543224334717,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
11,"gap","zero-comp",0.5,-4.29937124252319,0.149602162815389,"Wh","English","English - Wh","LSTM"
11,"gap","decl-comp",0.5,-4.74896967411041,0.102262478966382,"Wh","English","English - Wh","LSTM"
11,"gap","decl-comp",0.5,-3.02634286880493,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
11,"gap","decl-comp",0.5,-2.28483200073242,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
11,"gap","wh-comp",0.5,-5.77730131149292,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
11,"gap","wh-comp",0.5,-5.04023122787476,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
11,"gap","wh-comp",0.5,-1.18797492980957,0.0700725223257429,"Wh","English","English - Wh","LSTM"
12,"no-gap","zero-comp",-0.5,1.22356796264648,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
12,"no-gap","zero-comp",-0.5,1.61261558532715,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
12,"no-gap","zero-comp",-0.5,1.83469605445862,0.149602162815389,"Wh","English","English - Wh","LSTM"
12,"no-gap","decl-comp",-0.5,0.734004020690922,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
12,"no-gap","decl-comp",-0.5,0.756895065307617,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
12,"no-gap","decl-comp",-0.5,0.872811436653139,0.102262478966382,"Wh","English","English - Wh","LSTM"
12,"no-gap","wh-comp",-0.5,-0.173887252807619,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
12,"no-gap","wh-comp",-0.5,0.0490274429321289,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
12,"no-gap","wh-comp",-0.5,0.283862948417662,0.0700725223257429,"Wh","English","English - Wh","LSTM"
12,"gap","zero-comp",0.5,-4.98692178726196,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
12,"gap","zero-comp",0.5,-4.82106149196625,0.149602162815389,"Wh","English","English - Wh","LSTM"
12,"gap","zero-comp",0.5,-3.58412265777588,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
12,"gap","decl-comp",0.5,-3.07093977928162,0.102262478966382,"Wh","English","English - Wh","LSTM"
12,"gap","decl-comp",0.5,-2.19580125808716,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
12,"gap","decl-comp",0.5,-1.36776065826416,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
12,"gap","wh-comp",0.5,-1.72162485122681,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
12,"gap","wh-comp",0.5,-0.584320664405823,0.0700725223257429,"Wh","English","English - Wh","LSTM"
12,"gap","wh-comp",0.5,-0.231008529663086,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
13,"no-gap","zero-comp",-0.5,0.622667312622069,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
